,hour,day_of_week,casualties,accident_cause,vehicles_involved,vehicle_type,driver_age,accident_area,driving_experience,lanes
9187,20,2,1,0,0,14,0,4,1,6
9188,6,6,0,9,1,7,1,7,2,2
9189,13,0,0,9,1,7,2,2,1,4
9190,16,1,0,17,1,4,2,4,2,5
9191,18,4,0,9,1,14,0,4,1,2
9192,21,3,3,1,1,8,1,6,2,4
9193,16,3,1,0,1,9,1,5,2,4
9194,6,6,0,9,1,5,0,8,1,1
9195,17,4,0,11,1,14,0,4,0,3
9196,20,2,3,0,1,7,0,5,1,2
9197,19,2,1,9,1,13,1,5,1,2
9198,18,3,0,3,1,14,1,4,2,4
9199,16,5,0,4,1,14,2,4,2,4
9200,14,2,2,9,0,0,1,8,2,3
9201,14,2,0,9,0,0,1,10,2,3
9202,21,3,3,2,1,7,0,4,1,3
9203,21,2,0,9,0,0,2,4,2,2
9204,9,3,0,11,0,6,1,4,1,1
9205,16,3,3,3,1,0,0,4,1,3
9206,11,2,3,0,1,7,0,1,1,0
9207,18,1,1,0,0,4,1,0,1,2
9208,1,2,1,13,1,11,3,8,3,3
9209,16,4,0,15,1,5,1,9,1,2
9210,22,4,0,2,0,9,0,8,0,4
9211,16,4,0,17,1,7,1,4,2,4
9212,3,2,2,10,1,11,3,6,2,2
9213,21,3,0,0,1,0,0,10,1,4
9214,21,2,0,5,0,0,0,5,2,2
9215,21,2,2,9,0,0,2,7,2,2
9216,16,4,0,2,0,4,1,1,2,3
9217,8,6,0,1,1,2,1,5,1,2
9218,17,1,3,9,0,0,1,4,2,3
9219,19,2,1,1,1,15,1,4,2,5
9220,18,2,3,1,1,7,0,4,1,4
9221,14,3,0,9,0,0,1,5,0,2
9222,20,2,1,0,0,14,0,5,1,6
9223,19,3,2,0,1,8,1,6,2,4
9224,18,2,3,3,1,0,0,8,1,4
9225,13,3,0,9,0,0,1,5,0,2
9226,10,1,0,9,0,0,1,9,1,2
9227,13,5,0,2,1,0,0,6,1,4
9228,17,4,0,8,1,4,0,5,2,3
9229,18,2,3,10,1,0,0,6,2,4
9230,15,4,0,1,1,0,0,5,1,4
9231,6,4,0,10,1,5,1,4,1,4
9232,6,6,0,10,0,6,1,4,1,3
9233,19,2,3,1,1,0,0,8,1,4
9234,12,2,0,9,0,0,1,5,0,3
9235,21,2,2,9,0,0,2,7,2,2
9236,17,3,0,2,0,5,1,2,3,4
9237,8,1,0,12,0,6,1,4,1,1
9238,18,4,0,2,1,0,2,5,0,5
9239,16,4,0,10,1,0,1,7,1,1
9240,19,5,3,0,1,5,0,4,3,1
9241,19,5,2,12,1,5,1,8,1,2
9242,17,0,0,12,1,0,1,6,0,4
9243,12,4,0,9,0,0,1,5,1,3
9244,18,3,0,3,1,0,2,4,0,5
9245,1,2,2,1,0,12,0,5,1,2
9246,11,3,4,0,1,9,0,4,1,1
9247,15,4,0,9,1,0,1,4,1,1
9248,18,5,1,13,1,5,1,9,1,2
9249,5,5,0,1,0,5,1,4,1,2
9250,15,4,0,10,1,0,1,5,0,2
9251,17,5,0,9,1,11,1,4,1,2
9252,19,4,0,9,1,14,0,4,1,3
9253,11,5,0,9,0,7,1,4,1,1
9254,20,2,0,10,0,0,2,4,2,2
9255,15,3,0,9,1,0,1,7,1,0
9256,16,3,1,0,1,10,2,4,2,2
9257,15,2,0,9,0,0,1,4,2,0
9258,3,4,0,9,1,8,1,8,3,2
9259,19,2,2,0,1,5,0,3,2,4
9260,15,3,0,8,1,1,0,5,2,5
9261,12,5,0,1,0,0,1,5,2,2
9262,15,2,0,9,1,0,1,4,2,0
9263,11,2,0,11,0,9,1,4,1,1
9264,21,1,1,3,1,8,0,4,2,2
9265,11,3,3,1,1,9,0,4,2,2
9266,21,2,0,4,0,0,0,5,2,2
9267,20,2,2,1,1,5,0,3,2,4
9268,18,2,3,1,1,8,0,4,2,2
9269,15,3,0,10,1,0,1,5,0,2
9270,11,3,0,11,0,11,1,6,1,2
9271,16,4,0,3,0,5,1,2,2,4
9272,19,3,1,9,1,12,1,5,1,2
9273,6,6,0,9,1,7,1,6,2,2
9274,21,3,3,1,1,7,0,4,1,2
9275,18,2,3,10,1,0,0,5,2,4
9276,20,4,1,10,1,7,0,9,2,2
9277,11,4,0,10,0,8,1,4,1,2
9278,16,4,1,10,1,0,1,5,1,2
9279,15,3,0,9,1,0,1,4,1,0
9280,17,4,0,17,1,3,1,7,2,2
9281,18,3,1,1,0,5,1,2,3,4
9282,1,2,2,0,0,5,0,5,2,3
9283,14,4,0,11,1,14,1,6,0,4
9284,13,3,0,2,0,3,2,8,2,4
9285,15,2,2,13,1,7,1,11,1,4
9286,15,2,0,8,0,5,1,4,2,2
9287,20,5,1,11,1,6,0,9,2,2
9288,14,3,3,2,1,6,0,7,1,2
9289,9,1,0,9,0,0,1,7,1,2
9290,17,4,0,17,1,3,1,7,2,2
9291,16,4,1,12,1,7,0,5,3,3
9292,21,3,3,3,1,7,0,4,1,4
9293,19,2,0,9,0,0,2,4,2,1
9294,20,3,0,9,1,14,0,5,1,3
9295,14,2,0,9,0,3,1,7,3,5
9296,18,6,2,11,1,5,0,8,2,2
9297,3,2,2,12,1,12,3,6,2,2
9298,12,0,1,0,1,5,1,3,1,0
9299,18,5,1,17,1,3,1,7,2,2
9300,13,4,0,10,1,14,1,7,0,4
9301,8,3,2,0,1,0,2,8,2,3
9302,15,3,0,9,1,0,1,4,1,0
9303,13,3,0,9,1,5,1,4,2,1
9304,20,3,3,0,1,7,1,6,3,3
9305,13,0,0,13,1,7,0,1,1,6
9306,1,2,3,0,0,12,0,5,1,2
9307,13,3,0,2,0,3,2,8,2,4
9308,20,3,1,3,0,6,0,4,1,4
9309,19,3,3,1,1,8,0,5,2,1
9310,18,0,2,7,0,5,0,2,2,2
9311,9,1,0,9,1,0,1,7,0,2
9312,15,5,0,9,1,14,0,5,0,2
9313,18,2,3,10,1,0,0,7,2,4
9314,20,2,1,9,1,14,0,5,1,2
9315,17,2,2,3,0,7,1,3,2,4
9316,4,3,1,0,1,2,2,6,1,2
9317,14,2,0,9,0,4,1,5,3,3
9318,13,5,0,9,1,14,1,7,0,3
9319,18,2,2,0,1,8,0,4,2,1
9320,21,3,2,2,1,0,0,6,1,5
9321,17,2,3,3,1,0,0,6,1,5
9322,15,0,0,16,1,5,1,3,2,6
9323,17,2,1,1,0,4,1,0,2,2
9324,16,3,0,8,1,4,0,5,2,3
9325,19,2,1,1,0,5,1,2,3,4
9326,18,2,2,2,1,6,1,3,2,4
9327,16,2,3,9,1,0,1,6,2,3
9328,17,3,0,9,1,5,2,5,1,3
9329,14,2,0,10,0,3,1,8,2,6
9330,12,0,1,0,1,5,1,3,1,0
9331,9,1,0,9,0,0,1,7,0,2
9332,19,4,0,9,2,6,1,5,1,2
9333,17,2,2,2,1,0,0,7,1,5
9334,0,2,1,11,1,9,3,8,3,3
9335,18,2,3,3,1,7,0,4,1,4
9336,17,2,1,2,1,0,0,6,1,5
9337,14,2,2,9,0,0,1,8,2,3
9338,12,4,1,9,1,7,1,3,1,0
9339,15,4,0,3,0,5,1,4,2,4
9340,15,0,0,16,1,4,2,4,2,6
9341,19,2,1,10,0,0,1,4,2,3
9342,12,0,0,10,1,8,1,3,2,3
9343,20,2,2,2,1,6,0,3,1,4
9344,7,2,0,11,1,6,1,4,1,2
9345,18,2,3,10,1,0,0,8,2,3
9346,21,3,3,0,1,0,0,7,1,6
9347,19,4,0,11,1,8,1,4,1,0
9348,15,3,0,9,1,0,1,5,1,5
9349,18,4,0,9,1,6,3,5,0,3
9350,13,0,0,9,1,6,1,3,2,3
9351,21,3,3,1,1,7,0,6,2,3
9352,5,5,0,10,1,4,0,7,1,1
9353,16,4,0,4,0,4,0,2,2,4
9354,18,2,2,1,1,4,1,0,2,2
9355,19,2,1,0,1,14,1,4,2,5
9356,6,6,0,9,1,6,1,4,1,3
9357,19,5,2,12,1,5,1,8,1,2
9358,11,5,1,3,1,0,0,7,1,4
9359,16,4,1,11,1,8,1,5,2,3
9360,12,4,0,9,0,6,1,4,1,2
9361,20,4,0,9,1,13,0,5,1,3
9362,20,5,0,11,0,8,2,4,0,0
9363,6,5,0,10,1,5,1,4,1,4
9364,10,1,0,12,0,9,1,4,2,1
9365,20,3,2,0,1,0,0,7,0,6
9366,15,3,1,13,1,8,1,5,2,4
9367,11,5,0,9,0,7,1,4,1,1
9368,3,2,1,0,1,0,2,7,1,2
9369,21,2,2,1,1,8,1,6,3,3
9370,17,5,0,9,1,11,1,4,1,2
9371,21,3,3,1,1,7,0,6,2,4
9372,16,4,0,13,1,7,1,6,2,3
9373,11,3,0,11,0,9,1,4,1,2
9374,11,3,4,0,1,9,0,1,1,1
9375,1,2,3,0,0,7,0,5,1,3
9376,14,2,0,10,0,2,2,8,2,5
9377,11,2,0,11,0,9,1,4,1,2
9378,21,2,3,9,1,0,1,8,2,2
9379,7,2,0,12,1,6,1,4,1,1
9380,6,6,0,9,1,7,1,7,2,2
9381,17,5,0,8,1,14,0,4,1,2
9382,15,3,0,11,1,6,1,5,3,3
9383,16,3,1,1,1,0,0,4,1,4
9384,15,4,0,10,1,0,1,5,0,2
9385,17,1,1,1,0,4,1,1,2,1
9386,19,4,0,9,1,5,3,4,0,4
9387,10,1,0,12,0,9,1,4,2,1
9388,8,5,0,1,0,2,1,4,1,2
9389,16,2,3,3,1,0,0,4,1,4
9390,12,0,0,10,1,8,1,3,2,3
9391,18,2,2,1,1,5,1,1,2,2
9392,18,4,1,9,1,10,2,5,1,2
9393,19,5,0,10,0,9,2,4,0,1
9394,10,6,0,10,0,7,1,4,1,2
9395,15,3,0,9,1,0,1,4,1,0
9396,21,2,0,4,0,0,0,5,2,2
9397,21,3,0,0,1,0,0,10,1,4
9398,20,4,3,1,1,6,1,4,3,2
9399,18,5,1,16,1,3,1,7,2,2
9400,15,5,0,10,1,6,0,7,3,2
9401,20,2,0,5,0,0,0,5,1,1
9402,15,2,2,9,1,0,1,7,1,2
9403,5,5,0,0,1,4,2,4,1,2
9404,20,2,3,2,1,7,0,4,1,4
9405,19,2,3,3,1,0,0,7,1,4
9406,16,2,3,2,1,5,0,7,1,2
9407,10,1,0,9,0,0,1,6,0,3
9408,19,4,0,3,1,0,1,5,1,4
9409,16,3,2,2,1,0,0,4,1,4
9410,18,4,0,9,1,6,0,5,2,2
9411,14,3,0,3,0,5,2,7,2,4
9412,15,2,0,9,1,0,1,4,2,0
9413,21,3,3,9,1,1,1,8,2,2
9414,18,4,2,4,1,0,0,5,1,1
9415,18,2,3,10,1,0,0,7,2,4
9416,21,3,1,0,1,0,0,9,1,5
9417,15,2,0,8,0,5,1,4,2,2
9418,16,4,0,14,1,8,1,4,2,4
9419,21,3,3,1,1,8,1,5,2,4
9420,9,6,0,9,0,8,1,5,1,2
9421,14,2,0,9,0,2,1,7,2,6
9422,20,5,2,11,1,5,0,8,2,2
9423,17,3,0,9,1,6,0,5,2,1
9424,21,3,1,2,1,0,0,7,1,5
9425,15,1,1,8,0,5,1,4,2,2
9426,4,5,0,0,0,6,1,4,1,2
9427,1,2,1,12,1,1,0,4,1,4
9428,14,0,1,8,1,6,1,3,2,3
9429,3,3,1,9,1,8,2,5,1,2
9430,11,1,0,9,1,0,1,6,0,2
9431,18,2,3,1,1,8,0,4,2,1
9432,19,1,1,9,0,9,1,8,2,2
9433,9,1,0,9,0,0,1,7,1,2
9434,17,0,3,6,0,5,1,4,2,2
9435,16,5,0,10,2,7,0,7,2,1
9436,18,4,0,10,1,8,0,5,2,1
9437,11,5,1,1,1,0,1,8,2,4
9438,16,3,1,0,1,10,1,4,2,3
9439,16,3,0,1,1,0,0,4,1,4
9440,13,3,0,3,0,5,2,7,2,3
9441,16,2,3,3,1,0,0,4,1,4
9442,13,3,0,3,0,5,2,7,2,3
9443,15,3,0,10,1,0,1,6,0,1
9444,16,2,0,10,1,0,1,7,0,1
9445,15,3,0,9,1,5,0,5,3,2
9446,11,1,0,12,0,9,0,4,2,3
9447,11,5,0,2,0,0,0,6,1,2
9448,16,2,3,3,1,0,0,5,1,4
9449,21,2,2,3,1,8,1,4,2,3
9450,16,5,0,6,1,14,1,4,1,3
9451,3,2,2,9,1,10,3,6,2,2
9452,1,2,1,12,1,1,0,4,1,4
9453,17,0,0,11,1,0,0,7,0,4
9454,13,0,0,15,1,6,0,2,2,6
9455,18,2,1,11,1,14,0,5,1,2
9456,17,3,2,0,1,8,0,5,2,2
9457,12,4,1,9,1,6,1,4,1,0
9458,13,1,0,15,1,7,0,2,2,5
9459,11,5,0,2,0,0,0,6,1,2
9460,11,3,1,10,0,8,1,4,1,0
9461,15,2,3,9,1,0,1,7,2,3
9462,17,1,1,10,1,0,1,5,1,4
9463,19,2,0,9,0,0,2,4,2,1
9464,15,5,0,9,1,14,0,5,0,2
9465,15,4,0,1,0,0,0,5,1,3
9466,17,5,1,9,1,10,2,5,0,2
9467,11,5,1,2,1,0,0,8,1,4
9468,18,2,3,10,1,0,0,7,2,4
9469,21,3,3,1,1,7,0,4,1,2
9470,20,1,0,0,0,5,1,2,1,2
9471,4,1,2,12,1,2,0,4,1,5
9472,20,2,3,9,1,0,1,8,2,2
9473,18,2,2,9,1,11,1,6,3,2
9474,15,1,1,8,0,5,1,4,2,2
9475,18,2,2,0,1,8,0,4,2,1
9476,14,3,0,3,0,5,2,6,2,4
9477,15,3,0,8,1,1,0,5,2,5
9478,15,4,0,10,1,0,1,5,0,2
9479,2,4,0,10,1,7,2,6,2,4
9480,16,2,1,16,0,9,1,4,1,3
9481,15,3,0,9,1,0,1,4,1,0
9482,19,4,0,9,1,14,0,4,1,3
9483,18,2,1,9,1,10,2,7,3,2
9484,20,2,0,5,0,0,0,5,1,1
9485,15,2,2,9,1,0,1,7,1,2
9486,19,3,3,1,1,8,0,4,2,1
9487,16,3,0,10,1,0,0,8,1,1
9488,13,4,0,2,0,0,0,4,1,2
9489,20,2,0,10,0,8,0,0,3,1
9490,17,4,0,11,1,8,0,5,2,2
9491,16,0,0,12,1,0,0,6,0,4
9492,18,0,2,7,0,5,0,2,2,2
9493,20,6,0,12,0,8,3,4,0,0
9494,18,5,1,13,1,5,1,9,1,2
9495,15,2,2,9,1,0,1,7,1,2
9496,4,2,1,0,0,0,2,7,2,2
9497,4,4,0,0,0,7,1,4,1,2
9498,16,0,0,16,1,4,2,5,3,5
9499,12,5,1,9,1,7,0,4,1,0
9500,18,2,3,2,1,0,0,8,1,6
9501,3,3,1,0,1,1,2,6,1,2
9502,17,1,2,10,1,0,1,5,1,4
9503,19,2,1,9,1,14,0,4,1,2
9504,18,2,3,0,1,7,0,5,1,4
9505,21,3,3,8,1,0,1,7,1,1
9506,1,2,2,1,0,6,0,4,1,3
9507,17,2,3,3,1,0,0,7,1,5
9508,18,2,3,3,1,7,0,4,1,4
9509,6,1,0,14,1,9,1,5,2,1
9510,15,3,0,9,1,0,1,8,1,1
9511,18,2,3,0,1,7,0,5,1,1
9512,19,4,0,5,0,5,0,4,2,4
9513,19,2,3,3,1,8,1,4,2,4
9514,6,6,0,9,1,6,0,8,1,1
9515,14,0,0,1,1,5,1,4,2,0
9516,14,4,0,2,1,0,0,5,1,4
9517,14,2,0,10,0,0,1,10,1,3
9518,11,3,4,0,1,9,0,2,1,1
9519,10,1,0,9,0,0,1,5,0,3
9520,11,4,0,9,0,7,2,2,1,3
9521,2,3,2,1,0,6,0,4,1,3
9522,10,3,1,10,1,6,1,4,1,0
9523,21,2,0,9,0,0,2,5,2,2
9524,0,2,2,10,0,0,0,2,2,2
9525,19,2,1,1,1,14,1,4,2,5
9526,13,0,0,1,1,5,2,5,2,1
9527,21,3,3,1,1,8,1,6,2,4
9528,19,4,1,4,1,0,0,5,1,1
9529,15,3,2,2,0,0,0,4,1,3
9530,16,5,0,4,1,14,2,4,2,4
9531,15,3,1,3,0,5,1,8,1,2
9532,18,2,3,3,1,0,0,8,1,4
9533,11,5,0,1,0,0,1,4,1,2
9534,12,5,1,2,1,0,1,6,1,4
9535,11,5,0,2,0,0,0,6,1,3
9536,21,4,0,0,0,13,0,7,0,5
9537,20,5,0,8,0,5,1,0,3,4
9538,10,1,0,9,0,0,1,6,0,3
9539,21,4,1,3,0,8,0,7,0,4
9540,20,2,2,1,1,6,1,3,2,4
9541,20,4,0,3,1,0,0,5,2,1
9542,9,1,0,12,0,8,1,4,2,1
9543,15,3,0,9,1,5,1,5,3,2
9544,17,0,0,11,1,0,0,7,0,4
9545,16,1,0,17,1,5,2,4,2,5
9546,18,4,0,4,0,5,0,3,3,4
9547,19,2,3,3,1,0,0,6,1,5
9548,14,2,0,9,0,5,1,4,2,2
9549,18,5,1,17,1,3,1,7,2,2
9550,12,0,1,1,1,6,1,4,1,0
9551,14,2,1,11,0,4,1,9,2,6
9552,17,2,1,1,0,4,1,0,2,2
9553,19,4,0,10,1,14,0,5,0,4
9554,13,5,0,9,1,14,2,7,0,4
9555,3,1,3,10,0,1,0,2,3,3
9556,20,3,3,0,1,7,1,6,3,3
9557,18,4,1,9,1,10,2,5,1,2
9558,16,4,0,1,1,11,1,5,2,4
9559,19,4,0,10,1,14,0,5,0,4
9560,18,4,0,6,1,14,1,4,2,4
9561,17,2,3,9,1,0,1,5,2,3
9562,8,0,2,11,1,5,1,3,2,5
9563,11,5,0,2,0,0,0,5,1,2
9564,20,3,0,9,0,7,0,0,3,2
9565,20,2,0,9,0,8,0,0,3,2
9566,6,5,0,1,1,5,1,4,1,2
9567,22,1,0,12,0,6,0,8,0,2
9568,14,2,0,9,0,5,1,4,2,2
9569,19,0,0,0,0,5,1,2,1,1
9570,12,4,1,2,1,9,1,4,5,2
9571,9,1,0,12,0,8,1,4,2,1
9572,0,2,1,10,0,0,0,3,2,3
9573,4,3,1,9,1,9,2,6,2,2
9574,6,6,0,9,0,8,1,7,2,2
9575,19,6,2,11,1,5,0,8,2,2
9576,15,4,0,1,0,0,0,5,1,3
9577,17,5,0,7,1,14,0,4,1,2
9578,17,2,2,9,1,0,1,5,2,4
9579,19,2,1,2,1,14,1,4,2,5
9580,15,5,0,9,1,14,0,5,0,2
9581,21,3,3,3,1,7,0,4,1,4
9582,16,1,0,17,1,5,2,4,2,5
9583,17,1,2,11,1,0,0,7,1,4
9584,11,4,2,0,1,0,2,8,2,3
9585,5,2,3,0,0,11,0,5,1,2
9586,18,1,2,11,0,12,1,4,1,2
9587,12,1,0,12,0,10,1,4,1,2
9588,20,5,0,9,0,5,1,0,3,3
9589,17,4,0,12,1,14,0,5,0,4
9590,19,4,0,9,1,12,0,5,1,3
9591,16,0,2,7,0,5,1,3,2,2
9592,5,5,0,9,1,8,1,8,3,2
9593,7,4,1,1,1,0,1,8,1,3
9594,19,3,3,1,1,8,0,5,2,1
9595,15,2,3,11,1,0,0,3,0,4
9596,6,5,0,10,1,5,1,4,1,4
9597,21,3,3,1,1,7,0,5,1,2
9598,11,2,3,0,1,8,0,0,1,0
9599,12,5,1,3,1,0,0,5,1,4
9600,7,1,0,12,1,5,0,4,1,1
9601,18,2,3,2,1,0,0,8,1,6
9602,0,3,1,10,1,5,1,6,2,4
9603,16,4,0,1,1,0,0,5,0,4
9604,21,3,3,2,1,0,0,5,1,6
9605,20,3,0,9,1,14,0,5,1,3
9606,1,2,1,13,1,11,3,8,3,2
9607,16,5,0,4,1,14,2,4,2,4
9608,18,2,2,1,1,9,2,4,2,2
9609,18,2,2,0,1,9,3,4,1,1
9610,15,3,0,10,1,0,1,5,0,2
9611,15,5,0,10,1,6,0,7,3,2
9612,10,3,3,1,1,8,0,4,1,2
9613,17,0,1,11,1,0,0,7,0,4
9614,16,2,3,3,1,0,0,5,1,4
9615,19,4,0,9,2,6,1,5,1,2
9616,21,3,3,1,1,7,0,5,1,1
9617,16,3,0,15,1,5,1,11,1,2
9618,16,0,0,11,1,0,1,7,0,3
9619,19,4,0,3,1,0,2,5,0,5
9620,14,0,1,8,1,6,1,3,2,3
9621,9,6,0,10,0,7,1,4,1,2
9622,17,0,2,13,0,11,0,4,0,2
9623,16,5,0,4,1,14,2,4,2,4
9624,21,3,3,1,1,8,1,6,2,4
9625,19,0,0,0,0,5,1,2,1,1
9626,16,5,0,4,1,14,1,4,1,3
9627,17,2,2,0,1,4,1,0,1,1
9628,0,2,1,8,0,7,2,7,2,4
9629,17,2,2,3,0,7,1,3,2,4
9630,20,2,1,1,1,8,0,5,2,1
9631,18,4,2,4,1,0,0,5,1,1
9632,21,4,1,2,0,8,0,7,1,4
9633,12,2,0,9,1,0,1,6,0,2
9634,17,2,2,10,1,0,0,8,1,3
9635,5,5,0,9,1,8,1,8,3,2
9636,13,0,1,8,1,6,1,3,2,3
9637,20,3,2,3,0,6,0,4,1,4
9638,19,4,0,9,1,7,0,4,2,1
9639,19,2,1,9,1,9,1,9,3,2
9640,21,3,0,0,0,12,0,7,0,5
9641,16,4,0,2,1,12,1,5,2,4
9642,15,2,0,8,0,5,1,4,2,2
9643,16,1,2,13,0,10,1,4,1,2
9644,16,0,2,7,0,5,1,4,2,2
9645,22,3,0,0,0,13,0,7,0,5
9646,13,4,1,2,0,0,0,4,1,2
9647,12,2,0,9,0,0,1,5,0,4
9648,16,5,1,11,1,7,0,7,3,2
9649,21,2,2,9,0,0,2,7,2,2
9650,18,2,3,3,1,0,0,8,1,5
9651,17,4,3,4,1,0,0,4,1,1
9652,11,4,2,1,1,9,1,2,3,1
9653,20,3,0,9,0,7,0,0,3,2
9654,19,4,0,9,1,5,3,3,0,4
9655,15,5,0,10,1,0,1,5,0,2
9656,19,2,1,9,1,14,0,4,1,2
9657,14,2,0,10,0,0,1,10,1,3
9658,17,4,0,17,1,3,1,7,2,2
9659,15,2,1,10,0,0,1,9,2,4
9660,17,3,2,0,1,8,0,5,2,2
9661,17,3,0,9,1,5,2,5,1,3
9662,15,3,0,9,1,5,0,5,3,2
9663,15,4,0,3,0,5,1,4,2,4
9664,17,0,2,7,0,4,0,4,2,2
9665,14,2,0,9,0,0,1,5,1,5
9666,20,5,0,12,0,9,3,4,0,0
9667,13,0,1,8,1,6,1,3,2,3
9668,17,5,0,7,1,14,0,4,1,2
9669,20,4,0,8,1,14,0,4,1,4
9670,11,5,1,1,1,0,1,8,2,4
9671,17,6,1,11,1,6,0,8,2,2
9672,4,2,3,0,0,11,0,5,1,2
9673,18,1,1,0,0,6,0,3,1,3
9674,17,0,0,0,0,7,1,4,2,0
9675,15,5,0,9,1,0,1,4,1,1
9676,13,0,0,9,1,6,1,3,2,3
9677,9,2,0,11,1,6,1,4,1,0
9678,20,2,2,2,1,6,0,3,1,4
9679,19,2,3,0,1,7,0,5,1,3
9680,9,1,0,9,0,0,1,7,1,2
9681,17,2,3,9,1,0,1,5,2,3
9682,17,5,1,9,1,9,1,5,1,2
9683,19,3,0,4,0,6,0,4,2,4
9684,14,1,0,9,1,5,1,4,2,2
9685,16,0,1,10,1,0,1,7,0,3
9686,15,3,0,9,1,3,1,4,2,1
9687,12,2,1,9,1,7,1,3,1,2
9688,18,4,0,9,1,8,0,5,1,1
9689,3,4,0,9,1,8,1,8,3,2
9690,16,3,0,8,1,2,0,5,2,4
9691,14,2,0,9,0,0,1,4,1,0
9692,16,2,1,9,1,0,1,5,2,5
9693,16,0,2,7,0,5,1,4,2,2
9694,9,6,0,2,1,1,0,6,1,3
9695,6,6,0,10,0,6,1,4,1,3
9696,21,3,0,3,0,0,0,5,2,2
9697,20,2,3,3,1,0,0,5,1,5
9698,20,3,2,0,1,5,1,3,3,3
9699,18,2,2,0,1,6,0,4,1,4
9700,15,5,1,10,1,7,0,7,2,1
9701,6,6,0,9,1,7,1,7,2,2
9702,20,4,0,3,1,0,0,5,2,2
9703,14,0,0,1,1,5,1,4,2,0
9704,17,4,0,9,1,14,0,4,1,2
9705,15,4,1,10,1,0,1,4,0,2
9706,0,3,1,10,1,5,2,6,2,4
9707,10,6,0,10,0,7,1,4,1,2
9708,16,0,2,14,0,10,1,4,1,2
9709,17,2,1,13,0,12,0,4,0,3
9710,13,2,0,9,0,6,2,0,1,5
9711,18,2,2,9,1,11,1,6,3,2
9712,17,4,1,15,1,5,1,6,3,2
9713,21,3,3,2,1,7,0,4,1,4
9714,17,0,2,7,0,4,0,4,2,2
9715,21,2,1,6,0,0,0,6,2,2
9716,18,1,2,0,0,6,0,4,1,3
9717,17,2,2,10,0,0,0,8,2,4
9718,15,2,3,9,1,0,1,7,2,3
9719,1,2,3,0,0,9,0,5,1,3
9720,2,3,2,9,0,1,0,2,3,2
9721,18,2,1,0,1,13,1,4,2,5
9722,19,2,2,1,1,5,1,3,2,4
9723,7,1,0,12,1,5,0,4,1,1
9724,14,3,0,3,0,5,2,5,2,4
9725,7,1,0,12,1,6,1,4,1,1
9726,11,3,0,11,0,9,1,4,1,2
9727,18,2,3,2,1,7,0,4,1,4
9728,17,2,1,1,0,4,1,0,2,2
9729,20,2,1,0,0,14,0,5,1,6
9730,16,0,0,11,1,0,1,7,0,3
9731,19,3,0,4,0,6,0,4,2,4
9732,11,3,3,1,1,9,0,1,3,1
9733,15,3,0,9,1,0,1,4,0,1
9734,19,2,1,9,1,14,0,4,1,2
9735,21,3,3,1,1,0,0,6,1,6
9736,18,2,3,0,1,7,0,5,1,3
9737,17,0,2,7,0,4,0,4,2,2
9738,20,2,3,3,1,8,1,4,2,4
9739,11,5,0,9,0,7,1,4,1,1
9740,17,4,0,10,1,14,0,4,0,2
9741,18,2,2,1,1,4,1,0,2,2
9742,14,3,0,9,1,5,1,4,2,1
9743,15,4,0,12,1,14,0,5,0,4
9744,19,2,3,0,1,7,0,5,1,4
9745,18,1,1,0,0,4,1,0,1,2
9746,16,4,1,12,1,8,1,5,2,3
9747,14,3,0,9,0,5,1,4,2,2
9748,13,0,0,15,1,6,0,2,2,6
9749,3,1,1,9,1,9,2,5,2,1
9750,6,6,0,9,1,6,1,4,1,3
9751,14,2,0,9,0,4,1,6,3,3
9752,18,3,0,9,1,14,0,4,1,2
9753,16,5,1,11,1,7,0,7,3,2
9754,15,3,0,10,1,0,1,5,0,2
9755,17,5,0,18,1,4,1,6,2,2
9756,21,3,2,3,0,7,0,5,0,4
9757,1,2,2,0,0,5,0,5,2,3
9758,11,5,0,10,0,8,1,4,1,2
9759,12,0,1,0,1,5,1,3,1,0
9760,21,5,0,12,0,8,3,4,0,0
9761,22,2,0,12,0,7,1,6,0,1
9762,12,1,0,9,0,0,1,10,1,3
9763,3,2,2,14,1,13,3,7,3,2
9764,19,1,0,0,0,5,0,2,1,2
9765,16,0,0,1,0,6,1,4,2,0
9766,12,2,0,10,0,8,2,2,1,4
9767,14,2,0,10,0,0,1,10,1,3
9768,12,4,1,9,1,6,1,4,1,0
9769,12,0,1,0,1,5,1,3,1,0
9770,18,2,3,10,1,0,0,6,2,4
9771,21,3,3,0,1,0,0,7,1,6
9772,1,2,3,0,0,12,0,4,1,1
9773,18,2,2,10,0,0,1,4,2,3
9774,1,2,3,0,0,10,0,5,1,2
9775,20,3,3,1,1,7,0,5,1,1
9776,21,3,3,3,1,7,0,4,1,4
9777,21,3,2,0,1,0,0,8,1,5
9778,18,4,0,2,1,0,2,5,0,5
9779,17,2,3,10,1,0,0,4,1,4
9780,19,1,0,0,0,4,1,1,1,2
9781,20,4,3,1,1,6,1,4,3,2
9782,16,6,1,11,1,6,0,8,2,2
9783,21,3,3,2,1,0,0,5,1,6
9784,21,2,0,4,0,0,0,5,2,2
9785,3,2,1,9,1,9,2,5,1,2
9786,16,4,0,1,1,0,0,5,0,4
9787,16,5,0,8,1,14,0,4,1,2
9788,16,5,0,10,1,0,1,5,1,1
9789,15,2,1,11,1,0,0,3,0,3
9790,11,0,1,14,1,6,0,2,2,6
9791,15,2,1,9,1,0,1,8,1,2
9792,13,0,0,9,1,6,1,3,2,3
